id,name,suitability
d16629be-4b2b-4086-adde-ec4864da4db3,Maria Julia Cavalcanti,moderado-agressivo
e8b8e1c1-2e28-4af5-96ac-5c869342aafc,Kevin Freitas,moderado-conservador
1ce95f5d-eaf8-464c-9809-e98eb44bebf2,Maria Julia Silva,
811f2634-1780-4290-a7a3-f2dfcbeed90d,Catarina Pires,moderado-agressivo
d3f7da64-ef01-441f-9cbd-7c22534f586c,Srta. Rebeca da Rocha,
755c230d-4739-42a1-a6c3-9c23ff6167ac,Luna Nogueira,conservador
496019ba-05e8-40cd-8982-94dd3e596f2e,Carolina Ferreira,conservador
6f612c66-1742-4861-aa7c-a57ed3eb523d,Srta. Maria Fernanda Castro,moderado-agressivo
48eb8a81-7635-476f-9dcd-f0839a48a139,Enzo Campos,agressivo
27f15fab-3d6d-4b00-aafc-b950882a1ead,Luiz Henrique Pires,agressivo
580e2ae7-f201-44e1-9e15-effe26e45077,Joana Ribeiro,
a14e0321-b6e7-429b-9111-e58cfa190c70,Sr. Otávio Porto,
33a4304f-878f-440a-afb5-f930feafa63c,Srta. Sophia Pereira,conservador
fbdf06f2-b2bb-43ab-b59b-f3091a69774d,Benjamin Jesus,moderado-agressivo
c03067ef-eb54-4c71-97d9-2dc6a0036a77,Emanuella Martins,
e68f4e58-185b-4545-903a-f39f55144ac8,Dra. Rafaela Barros,conservador
20bae25c-3759-4cec-a87c-83733c83e74b,Rafaela Moura,moderado-agressivo
27a420d8-b025-4505-869b-52f96ec0d6cd,Dra. Sarah Freitas,
616df19e-fce5-460b-b1d2-cc31f52edb8b,Kevin da Paz,moderado-agressivo
4142b460-9a20-4f26-bcb8-904b79aeae3c,Srta. Lívia Pinto,moderado-agressivo
a75597a8-6d8c-4daa-850d-28574f44908f,Davi Lucas da Luz,conservador
8bad55ba-e057-48b4-952a-195c8adf2587,Miguel Dias,agressivo
34719fd8-f04f-4120-b4bb-de0aac69af58,Diogo Almeida,agressivo
87ad0732-0810-4362-8d95-9c3fb8892063,Levi Silveira,agressivo
a97e159c-99fb-4710-8be4-f0423f55b033,Kamilly Aragão,agressivo
6e9a8bfd-0156-4a6f-9171-2ea557a33a75,Maria Alice Azevedo,moderado
5b5e3953-7efe-494c-a3ab-3939af64878b,Carlos Eduardo Ribeiro,conservador
1a45be15-5ddd-4ebd-b8c8-8cb0cb0d617a,Heitor Caldeira,conservador
f1137214-31c1-4f0f-b5c4-3bd9ef5af696,Heitor Lopes,moderado-agressivo
4cf6b3df-dc61-4b66-a3b8-943b4efd248d,Dra. Laís Rezende,conservador
a6417a69-b581-4eed-aa8f-ec12895a5d95,Sra. Gabriela Nunes,conservador
a4ba5d58-8803-4c4c-be9d-758ec338ea35,Sr. Pedro Henrique Duarte,
5b561b97-871e-40ff-bbf3-76cab6c6b17d,Pedro Henrique Araújo,
aa6c101d-ca98-4048-8664-922f15d681ff,Bernardo Ramos,moderado-conservador
51eee0e8-1690-44dd-b825-7b3c405fce9f,Francisco Melo,moderado-agressivo
04aa6d0e-3c21-4184-bce7-b3f1cda61dff,Antônio Silva,agressivo
c8424672-46af-4caf-bd19-aca53bc4b4dc,Srta. Camila Farias,
1c52c43e-5cb8-457e-876d-2363cbbeb8f3,Thiago Peixoto,moderado-conservador
6df229f8-6b5c-434d-809d-f9895aac8fb5,Luiz Felipe Alves,moderado-conservador
50a8a953-890d-4ea0-b2db-56b83a831b66,Evelyn Araújo,
b8694f3a-0f38-478f-98a6-084c37341828,Nicolas Ribeiro,conservador
c56e20f6-d6b0-40f4-9e27-4512892e44c2,Maria Alice da Rosa,
1481851d-690c-47f8-9963-a16483d5d39e,Nicolas Viana,moderado-conservador
1c0f06ea-d1f0-4406-8a87-f2e413d42d5d,Matheus Costa,moderado-conservador
d19d2085-6711-4c63-b8c2-2c5696617018,Beatriz Silva,moderado-agressivo
70db70f3-dcba-45ed-b693-e60fa1d56d2d,Clarice Alves,moderado-agressivo
97b50827-3110-4604-8db7-034a63692220,Erick Cunha,moderado
04f638ae-3591-47ab-96ba-e5b741d5b437,Enzo Caldeira,
26f5c67b-1fd4-459c-9a0b-f830bb98b1e1,Lucas Jesus,
d485c879-79ea-4887-bb75-417d8ec5b6e4,Vitor Hugo da Paz,conservador
98acae77-ed60-4f97-8379-65f9d9911881,Isadora Nascimento,moderado
c50d5d8e-0628-4db1-b595-b0b4946321a9,Dr. Marcelo Dias,
09836bec-be6c-403c-b82c-6ec786140884,Sra. Sophia Viana,moderado-conservador
1879f2b9-be82-4d08-8027-f9eb2dcbac3d,Stella Araújo,moderado-conservador
89c97507-640d-4f4b-b961-04c2cd298203,Gabriel Rezende,moderado-agressivo
8757ddc1-4c51-47b2-8bae-2ff9bd0dbc08,Gabriel Pires,moderado-agressivo
bf8fb2d7-0909-4fb1-8d86-660c27d47041,Lara da Mota,agressivo
67fe24d4-8c02-494e-ba2a-7b507781763e,Emanuella Rocha,
c9fb4f1e-a092-4122-b61b-672b46c9174b,Francisco Moraes,
d1c5743b-72cb-408b-82ae-d7e9dc65cccf,Isabelly da Luz,moderado-conservador
9e27f94e-6e0c-4d1f-81e3-96324dc6379b,Luiz Henrique Rodrigues,agressivo
37d73f69-7cfe-44ec-8776-4a5f2e45a138,Alana Lima,agressivo
051f457d-678a-49aa-be6a-ec956c7f9e63,Lara Almeida,
1f2ef09e-1654-4a74-aa63-23f9cdedad6a,Elisa da Mota,
474f5f54-f971-4d8b-8531-59683b29c2a4,Elisa Castro,agressivo
debb7cb2-3a5a-495c-98b6-de7c252c325b,Lucas Caldeira,moderado
dd692557-5760-4bb5-9e31-20955921a953,Davi Nunes,moderado-agressivo
ae41d0bc-c072-41f8-8217-a68735351459,Dra. Ana Julia das Neves,moderado-conservador
c12031b9-4b92-483f-a7ea-7387f5770b1b,Kevin da Cunha,agressivo
c1ff6c60-c3a1-440b-96fa-ea4ad4a6b35d,Lívia Dias,conservador
e143e8e7-09ca-4a4d-90a1-d0ee64f89399,Srta. Sofia Barbosa,
355a04f5-00ef-4c83-ae4f-5de69645f149,Joaquim Pereira,
939db70b-b965-40eb-be93-efb88beb2939,Sabrina Almeida,moderado
1e22e4b2-79f3-4497-a529-64fb1dc33f9e,Carlos Eduardo Silveira,conservador
5cf347c9-0710-4910-82be-48347d05d425,Sra. Rebeca Pires,moderado-agressivo
b05313d9-076b-4c77-a7c7-a39ce20b133e,Dra. Beatriz Moura,moderado
4591d94c-cd42-4166-9008-6e818ab11b13,Eloah Gonçalves,moderado
37b037b2-d84a-4b5a-8198-882c3410ab2f,Dra. Kamilly Martins,
7501f038-1f22-4db1-83af-652877cbba1f,Dra. Gabrielly Novaes,conservador
691db36c-ce45-4fe6-9c28-3651f8431754,Dr. Cauê Silva,agressivo
d1ff60c5-2af7-427e-8750-858da38c9cd1,Gabriela Gomes,
f944101e-a0be-421b-ad7a-8b2fa9e616f8,Caio da Conceição,
a406ccfb-8b12-417b-a722-e88d47031fab,Noah Vieira,
450009fb-4e77-4049-9cf6-51a6d3b4bbd8,Leandro Jesus,agressivo
b69869de-6173-4c8f-a918-26f4e73dab5e,Clarice Silveira,
684b4d84-4fcc-493b-b195-9ca1ae883747,Pedro Henrique Rocha,moderado
785c7668-ac70-4731-b954-68da384d7d0a,Nina Novaes,moderado-agressivo
003d603d-a397-473e-a0d0-5c5a62faf0c5,Sr. Yago Costa,moderado-conservador
5aecba46-5414-41b2-8f5a-75d6147f4b93,Matheus Lopes,moderado-agressivo
3d80a385-1f8e-4a0e-92af-c054c3ac8162,Lorenzo Fogaça,agressivo
27d032aa-cfb3-4157-b74d-53daedca7930,Stephany da Rocha,
b820ef16-eb09-4238-b72d-7c3a6b6beb76,Alana Ferreira,agressivo
55bbcc93-eefb-42ab-b92f-48268d5db5fa,Maria Vitória Ramos,moderado-conservador
3844b58d-5408-4597-903e-6133837de7cb,Luiz Otávio Fogaça,
370a38bf-52e0-48c7-bd33-99b1d1d04b3a,Carolina Azevedo,agressivo
09c2698a-14c9-48f1-a2b1-909785c8698d,Srta. Caroline Almeida,
3e0fe2f5-9e02-4a51-8fe3-ea5fa599233a,Carolina da Mota,moderado
1d85ecf5-f2f7-4bb1-a738-85b170bb16f8,Lavínia Moura,moderado
4d4aca48-0a1e-4875-a621-ac801a56d06d,Dra. Júlia Silveira,conservador
c6886bbc-595e-4b7e-ac43-93f855146ae8,Ryan Cardoso,
652a4138-82bb-44e3-b9c8-cb7c7e00282d,Alícia Duarte,conservador
d76ff868-e480-4289-9737-2027b2935136,Sra. Maria Vitória Caldeira,agressivo
4a39505d-7120-486e-aa7c-a7b0fc36d047,Maitê Rezende,conservador
5d51a03e-f91e-4e30-8507-08e97ae64b66,Benício da Rocha,moderado
12fcab8e-9598-458d-9976-9a1a73b68be9,Júlia Viana,conservador
75ee0013-719f-4c2f-a2fd-21fa0185eb9c,Davi Luiz Moraes,moderado-conservador
65b0c5aa-1281-4f5e-8db7-49baf48acb08,Vitor Gabriel Moreira,moderado-agressivo
f2212d30-eead-4b73-b57b-6433007b4f6e,Alexandre Farias,moderado-agressivo
82cce266-f67b-4b9b-9698-17cceda890d3,Sra. Marcela Lima,moderado-conservador
48bd2881-53f0-46a9-ab3c-78f571af40d5,Ryan Silveira,moderado-conservador
eea905a6-7f02-4d5a-ae09-b79e78be8d0b,Sra. Ana das Neves,conservador
1e96f8a3-b02d-4d3e-9169-e194acf7acaa,Bruna Cunha,conservador
5f327bcf-fce2-4308-9fe1-83fddfdbff2f,Juan Dias,moderado
4af6bfea-7ec9-47bc-bd8a-fa732c4af4f3,Luiz Otávio Monteiro,moderado
70ec93bc-5714-4113-8ead-647b825f2e2d,Emanuelly Moraes,conservador
4281748e-2a74-4669-ad27-7bd80f84008b,Mariane Campos,
e9dd4cac-3be6-4d0d-ad35-caee02eee875,Yuri Cunha,moderado
340c8557-292b-4b9b-bd5c-2c3fcdd05c84,Dra. Maria Cecília Oliveira,moderado
5dd31ad1-0f2d-4a36-8557-e21343ccff4b,João Miguel Cavalcanti,moderado-conservador
c007357f-7ef1-4729-aadc-57b895685e71,Levi Pereira,conservador
64f3e339-7b2e-4f3e-9471-fe086bce4957,Isabella da Cunha,conservador
367dcb40-fac5-419d-9ee8-ab20e939b078,Juan Moraes,moderado-agressivo
39ac1281-1825-4ebc-8adb-4ca0cc32e998,Marcela Monteiro,moderado-conservador
b3dfac2e-5641-4700-a370-90211f1cdf10,Juan Peixoto,agressivo
4b988b37-ca76-42ac-8029-29a1c8370c60,Luiz Otávio Nogueira,moderado-conservador
9a688ad8-d54f-4c0f-b8bd-e978ad0d06f9,Luigi Rodrigues,moderado
c000c2c2-bdb6-44dc-b525-e79192c6df62,Ana Júlia da Rosa,moderado
4163e353-03ff-4bbe-ba27-ff811ae390d9,Luana Aragão,
3749156a-5550-447e-8f10-0afa13e5c97f,Stephany Moura,moderado-agressivo
30aa6628-d364-4ad5-9352-eadd43df2524,Erick Vieira,
49dcb9c9-c707-43b1-8ccb-110a8266acf7,Clarice Cardoso,moderado-conservador
890585c1-1313-493c-98f4-a68c88cc64db,Luigi Pinto,
349281c5-f9cc-4aa3-a292-a66e9aa31715,Danilo Pereira,moderado-agressivo
2bcd88a5-dac4-43e1-903b-20773ed31a8b,Cauã Silva,
c840fe98-3acc-4631-a1d2-2abe2cd12062,Camila da Paz,conservador
cb7a91f8-7566-4441-a1d8-4252acb9d203,Sra. Alícia Oliveira,agressivo
838876a0-7259-4d04-b1ca-9082cca9ac0a,Alana Dias,moderado-conservador
25c5a876-f05e-44cc-ad26-2a7ecfc8fb62,Davi Nunes,moderado
7ef665ca-7dd7-4e60-8735-56a220333e82,Breno Barbosa,agressivo
181bbb8f-d350-40a0-9c5e-980669e2ea64,Sofia Fogaça,moderado-agressivo
1bd84293-a982-43ef-b62e-5766c846fc79,Srta. Eduarda Ferreira,
5d723ae1-65fe-44e9-9956-59bff32709d7,Dra. Maria Cecília Ribeiro,
b89787fd-fe10-48dc-bf7f-5130f55a5cc8,Ana Carolina Souza,moderado-agressivo
39148a7e-28bf-481f-aa9d-af2fa1b46bab,Eloah Duarte,moderado
e8064fc2-ca36-4599-baf7-517d2a5b16e8,Sra. Marina Ribeiro,conservador
b8c5a0d2-e56b-4689-961a-da4d6bb54a73,Thales Cardoso,moderado-agressivo
bb1ce19e-e208-4e06-9e0f-fcb9ac5bbc04,Vinicius Pires,moderado-agressivo
a9c7b25c-7164-41c9-98cb-87155cbf697e,Davi Lucas Cardoso,moderado-conservador
14a47875-77bd-4175-8b3f-de23ca70b5c4,Yuri Aragão,moderado
b91dedeb-f8a0-4509-b506-a44512d5cc74,Levi Pinto,agressivo
55968b5a-f0aa-4b67-9e75-41e73bfb4cc0,Luna Porto,conservador
b72b93ef-1134-403c-a4aa-120750ceddb5,Augusto Moura,moderado-conservador
5be9e7f0-2b61-4ce8-bb23-df908b08305e,Lorena da Luz,
5ac4cddb-aa33-4ba5-8b3d-dab94c13f781,Maria Azevedo,
b7f741ec-bde5-4cfe-aa54-8d771f2b257a,Eduardo Rezende,moderado-conservador
cbb6fc6e-3ddb-4094-a01e-610736f2ecb3,João Vitor Martins,moderado-conservador
5fa06bb0-3d2c-49c8-80c9-d4f4282d9cde,Dr. Breno Freitas,conservador
e8cf8cf5-8af0-4cd3-8c3a-8b62e984901c,Bárbara Viana,moderado
adeff632-9dc6-4f89-aad3-5a3f7e4d3866,Gabrielly Souza,agressivo
b43ca668-6d00-47b3-8eca-c16c3a077cb7,Camila Fernandes,
7eb5eea6-dc95-4c2d-8859-f4bcd0ba7ed4,Ian das Neves,moderado-agressivo
8ca67d46-c023-4e8f-b695-9147f7196c91,Enzo Gabriel Cavalcanti,
9efbf75d-8d3a-4a5c-ac1c-dbf965dadc07,Theo Pinto,moderado-agressivo
c4886569-5855-40ab-8a2b-fd180d5d408b,Sr. João Pedro Duarte,conservador
0d4d1caa-5eee-4e4e-8202-33710ef008b8,Thiago Novaes,moderado
486f422f-9f47-4ef1-a9bf-a771e041da75,Isis Cardoso,agressivo
ac9b3a0c-d494-49d6-97be-81646ae2b8c8,Pedro Cunha,conservador
e2ecdd1b-fed5-4bca-a47d-5d1de1f4c05c,Ana Carolina Moreira,agressivo
ee98bc40-2b58-4e9f-bd65-64ff509a54ee,Sophia Ramos,moderado
f3c1239d-ebcf-4a1b-ae04-f76ae0e87682,Kevin Cavalcanti,
0cf1c87d-0e9d-40d7-be56-6865b0a82040,Melissa Gonçalves,moderado-conservador
f50afe23-8301-463d-8561-9e1ec7f728a8,Matheus Melo,
17487a12-3a32-4f2a-b20a-25b4c9f23d95,Júlia da Mata,moderado-conservador
38625946-878b-41c0-99e4-1aa5e18050c0,Thomas da Paz,conservador
316c51c2-c47b-43ff-ac72-24299be4591f,Murilo Moreira,agressivo
b3865119-602a-422a-941f-558a07a12609,Dra. Rebeca Moura,conservador
388e6016-d894-493b-b603-4c6f1893a34d,Ana Beatriz Rezende,moderado-agressivo
04901887-85f0-4fde-90c1-e70192bdc9d8,Natália da Cunha,conservador
8503aa57-edc0-4cb5-9892-1363ecb8df62,Luigi Alves,
8783f78b-3ad9-4cfd-8434-441f65584a12,Catarina Azevedo,moderado
b3053775-fec6-4835-b33e-384031bdc020,Miguel Alves,moderado
5eb0f4e8-8368-4600-b975-9dbf2a44961d,Ian Vieira,moderado
437e4937-c962-445f-8369-8e73bed63c8e,Srta. Maysa Jesus,conservador
8d0dbedb-4221-4596-bade-1cf6f77ca014,Eduarda Cardoso,agressivo
ea510796-7481-4f73-9efc-a8ff156209a9,Pietra da Cruz,
af3791fd-134e-42f5-a9e9-ddf7cbe1374c,Raul Rezende,moderado-conservador
2de7cf80-ba00-4486-b2da-139613dce774,Laura Lima,moderado-conservador
2cef6550-a681-45c8-94a1-4618816147f1,Alexandre Rodrigues,moderado
7826b99e-02d0-4459-825a-aa9990e043e1,Maitê Castro,moderado
45cf9fe0-2dc3-4b97-9f3d-524138792088,Dr. Yuri Teixeira,conservador
c8dfcfe8-ee57-4c4c-8fec-f036d7625aba,Sr. Thomas da Cruz,
995a4279-846c-4529-9394-6d93724c3870,Daniela Azevedo,
8f5bf6de-7163-467c-92e9-2efec931f390,Luiz Miguel Almeida,
da7cca56-dbbc-4e8c-aeea-46361a585c1d,Juliana Silva,
32ebfc53-96a7-4df7-b7fe-f2b605a8e1df,Letícia Porto,moderado
7e0e3a3d-3b3f-410b-a79d-b53210dd5c91,Bianca Gomes,conservador
20444069-a0f8-4dc6-9797-24b75b42fbe7,Mariana Santos,moderado-agressivo
ad0e1c3d-8d27-4fef-874b-049b70f82ede,Joana Cunha,conservador
f0946a1b-eb6c-4d94-b55e-a6d2ad5e1243,Maria Sophia Lima,moderado-conservador
e9f430fa-f200-480e-a94e-1f81d86a98bd,Joaquim Jesus,moderado-agressivo
6295a714-9078-4854-b84f-dad2dd7a58e5,Felipe Ribeiro,moderado
aa07d99c-f5fc-4e3c-8461-4795cc9887ed,Yuri Freitas,
cebb892b-0ac2-4e9a-8a56-94f0c2b4afea,Sra. Alana Freitas,
7990e2c9-828b-4cbd-94b5-66db29eecb4b,Srta. Ana Beatriz da Rosa,moderado
02da6ebf-52c6-4b37-8249-9db2c727a521,Ana Vitória Moraes,moderado
4ad02b9c-d210-47ce-9b61-ca92d9d8cbc5,Luiza Cardoso,conservador
336b968f-dfbf-4dbd-9624-f8f7cac13e39,Elisa Silveira,moderado
139a72ad-fa93-4df6-a8bc-bb7e39b5729f,Lara da Luz,moderado-agressivo
6dfa59ae-b38f-4c9e-8e04-51a6672e4fa1,Maria Vitória Peixoto,moderado-agressivo
57e46a9b-7c88-4e3f-970f-bd6af1a6846f,Davi Luiz Costa,agressivo
b99f9450-faa1-431c-acf7-ad58a7e00174,Juliana Cunha,
4e7036ff-9884-4a89-9e1d-4750de393d0e,Arthur Rodrigues,moderado
4ccfc16e-07e3-4a14-a03f-9455275fde91,Alice da Cunha,moderado-conservador
cc71e9e8-c6d7-4447-b8ef-9bd088938a0f,Leandro da Costa,moderado-agressivo
8bf8b07b-6334-438b-ab37-6f984707d0f6,Luiz Miguel Costa,conservador
960bc9bf-1a8a-4517-8383-430add08869d,Luiz Otávio Nogueira,moderado-conservador
3e6582a0-723a-4d35-9a2f-d2c6e0938b31,Sra. Raquel Fogaça,moderado-conservador
8cb5563e-1788-49cb-b3d7-baa3f315900e,Carolina Dias,moderado-agressivo
a104db68-c7ba-40db-a8a6-7b1ba5043a69,Juan Viana,moderado
956e0c9f-f82c-4df4-907e-37091fabd187,Emanuelly das Neves,moderado
904d99e6-0b74-4095-ae7c-2c6f41ee6b87,Maria Eduarda das Neves,agressivo
7cf0193f-9ce2-4000-8a89-817eac32b508,Igor Barros,
21120b29-047e-4026-916a-1441caeddfa4,Ana Julia Monteiro,conservador
55c463e8-f2b7-49e9-8311-69137669a6d1,Emanuel Monteiro,conservador
2286067d-dbea-4c07-84b3-6907699cfef0,Eduarda Alves,agressivo
f482f1b0-309f-4095-b1e0-0bce17e029ee,Luiz Fernando Gomes,
e3053e2a-1691-46e4-951a-afec0274c119,Ana Lívia Campos,agressivo
8d5242c4-caa2-421d-9dc4-d18fb228991f,Dr. Pietro Rodrigues,
7ee7f5f8-66dd-4fed-b1ee-420c144edf7f,Lucca Nunes,moderado-conservador
744d3073-3e0f-43ef-a23b-8e69d0cf4e06,Theo Duarte,moderado-agressivo
247244f5-9b29-4a19-83b2-bb49037fec36,Catarina Mendes,moderado-conservador
2e9bd94b-d237-4f9f-80b7-d8774fd0a328,Luiz Henrique Melo,conservador
50b04d31-cade-439d-b849-28013b298f19,Lavínia Dias,
02fa994e-685e-40e8-9086-f203deed9b60,Joaquim Cardoso,moderado-conservador
1c0c8e18-1601-477a-88fc-386902425b9d,Kevin Sales,conservador
f30f0db7-b0db-4f86-8da6-9a611311a8f7,Ian da Paz,agressivo
045cf4c2-850d-4400-b356-e43a8b2e7104,Dr. Noah Rocha,moderado
0eb8d080-6075-4635-8a40-4037740b28b6,Gustavo Henrique Lima,
48cdd48a-2f76-4ff9-adbf-360c1be23889,Luana Peixoto,moderado
bd36e6f1-1a61-4c0e-94ab-5f52bf86186a,Thiago Teixeira,conservador
0252a7c0-8d91-4fa5-ad74-2fff3134b22b,Marcelo da Rocha,
04f1a5e2-294c-4ce8-ad3b-6087858d453e,Gustavo Henrique Aragão,moderado
bbbcf38e-6e48-4b09-9356-ea200561debc,Valentina Cunha,
d501a4e0-fb17-46de-b079-d33fe73c1644,João Guilherme Farias,moderado-conservador
fb222d4e-7310-4ecf-b67d-a044b9cba706,Pietro da Costa,moderado
6bf616dc-15bd-4396-b8d2-9ed6a3c22b2e,Pedro Lucas Peixoto,
075cfcda-f8e7-4608-9de0-1bbbea7b9f85,Lara Lima,moderado
779236b4-284c-4e2c-b850-1f230fac5a99,Eduarda da Costa,moderado-agressivo
89c22223-b7e2-4365-ac9d-61c926335182,Dr. Renan Barbosa,
e44ce79e-26f3-4158-a401-13e0f92bb6e6,Mirella Fogaça,
9b7ab0b7-bbee-4397-8ddf-be93f8d73f86,Sra. Pietra da Conceição,moderado
2dac8eec-19ab-4807-8ae6-b8c4e9c464ed,Yasmin Almeida,moderado-agressivo
7a782cc6-9f00-4e3a-bb6f-3e1d76bd73ea,Guilherme Rezende,moderado
6097cd22-fa91-4e19-8712-f7787de05056,Rafael Novaes,moderado-agressivo
673214a2-7c65-41cc-8494-dca6d812ead3,Nicolas Silveira,moderado-agressivo
e1abf268-cfe3-4d28-a221-9604f6810fa9,Heloísa Pereira,moderado
58f1f398-d634-4949-bed8-c63848b82eae,Lucas Cavalcanti,agressivo
c4ef384f-ee02-4fda-8238-fe05e7b48084,Dr. João Felipe Freitas,
87f47d7c-57cb-47b0-871d-4b9f80cdd22d,Dr. Henrique Gomes,agressivo
c4f4a65e-73f8-42f1-b638-11a6188d7729,Sarah da Rocha,moderado
29c77a21-d49f-4743-9746-5e3d11a42df8,Lara Gonçalves,moderado
0f57eab4-2428-4c57-92b7-ab1a084ccd7b,Ana Sophia da Cunha,conservador
504938d2-b4fc-4f5d-85f7-dcf45a031bee,Agatha Ribeiro,moderado-conservador
4a365a21-5e20-4dc1-8ef9-64029fd66289,Ana Luiza Ribeiro,moderado
b0825897-58fe-4cb3-98ef-8abd75641ce7,Sr. Felipe Ferreira,
57efed5e-a7fa-48e7-882f-ab637fcee309,Nicolas Correia,agressivo
a2fa0a6b-7880-406f-bf13-e0aead2d3edc,Alice Ferreira,agressivo
1b00b65c-e927-41ef-909a-c97f547175d1,João Pedro Nogueira,moderado-agressivo
d73a4f64-5b59-4983-b87f-dc7dff0c9499,Gustavo Mendes,moderado
15b71cf2-9f6e-45a4-b46d-f76a9783780f,Sofia Castro,moderado-agressivo
9645f984-0a5a-48ce-9b5a-90dd546920b4,Maria Clara Rezende,conservador
84a5b377-8834-4036-b3bc-94cbafe69488,Alexia Freitas,conservador
6b1ef219-59c6-4857-9a89-1458e6896f30,Melissa Jesus,conservador
c17c2644-2ca4-4f09-a8f5-2412b46f1e2c,Maria Fernanda Sales,moderado-agressivo
fc39c7e1-d232-4d16-bf29-993beef685c3,Luiza Cardoso,conservador
e677278d-704d-4486-a7c2-749a47045320,Ana Beatriz Vieira,
b6d9ebd3-4366-46c8-9a16-86ac679dbe2c,Calebe Barbosa,
4168b491-4499-41a0-9d51-e512953ada21,Maria Julia Ribeiro,conservador
c649f243-cc84-4b7a-978f-967770defd94,Bruna Martins,conservador
87712c77-ba1b-473c-ac1b-d57472469873,Marina Melo,agressivo
7fcb15ea-a534-47fe-a6fb-260480cb0b5f,Davi Lucca Lopes,conservador
1729b865-7f6c-4ad0-b635-62a2f1c97c24,Helena Ramos,conservador
1d7c5718-be12-4c74-bc30-2e6cf3649e7f,Luana Fogaça,moderado
26726570-017d-4ab7-9649-85d1c61bce0b,Vinicius Fogaça,moderado-conservador
db0b7b74-257e-4863-a029-0725fa3ace16,Lívia Mendes,
99f5f503-0348-45aa-9789-b374bb55af00,Maysa Novaes,moderado-conservador
506d09c5-0b76-4a18-b4c4-8edfe4fd85af,Eduarda Pires,moderado
f0e2c53b-4795-4a24-b4dd-3cfb6ca4db9f,Ana Vitória Castro,moderado-agressivo
460d8e86-0427-44e8-b192-1495bad80a03,Dr. Gustavo Henrique Azevedo,conservador
ec143a4c-a600-4c6a-84c1-c5266a031d53,Alice Gomes,moderado
e5c2f771-966f-4052-9ebf-14371f39a6bf,Dra. Isabel da Luz,
b9da6481-6e4f-4ece-95c8-21d931fd2825,João Felipe Costela,moderado
2d223068-0181-42c5-85ed-9004020b8228,Sr. Bernardo Carvalho,conservador
0ee2afba-5739-4f83-9e16-0b57e1cd032e,Maria Clara Barros,moderado-conservador
946234af-bb6f-4d7d-90db-2921262fe66e,Luiz Miguel Farias,conservador
2140fb7a-f8da-4084-b53c-e0bbcd4ac9a7,Sabrina Cardoso,agressivo
c59955c1-0044-482f-bd11-e7bf70a5bb9b,Dr. Caio Viana,agressivo
df42e505-97be-4b06-afa8-37cc4b044a77,Benjamin Santos,moderado-agressivo
eb5010f3-ffe6-4c5b-a981-e889ac5aad3c,Laura Vieira,agressivo
5ab00fbf-3722-4026-a2a7-c755df05d182,Laura Teixeira,agressivo
